strategy,ticker,entry_date,regime,trend_ok,vol_compressed,rv_ratio,rv_rank,days_held,exit_reason,underlying_ret_pct,mfe_pct,mae_pct,opt_ret_revert,opt_ret_frozen,opt_ret_crush
random,BABA,2023-11-21,2023_24_recov,False,False,1.2284,0.6508,5,stop_hit,-3.0,2.3892,3.3269,-0.623,-0.4766,-0.5966
random,BABA,2023-12-19,2023_24_recov,False,True,0.6336,0.004,12,stop_hit,0.0,5.962,0.7534,-0.3714,-0.4685,-0.5593
random,BABA,2024-01-26,2023_24_recov,False,False,1.1812,0.5833,10,stop_hit,0.0,7.1683,3.3516,-0.4919,-0.3721,-0.4784
random,BABA,2024-02-21,2023_24_recov,False,False,1.3368,0.877,15,max_hold,2.1214,4.7932,4.6187,-0.4892,-0.3803,-0.4569
random,BABA,2024-04-03,2023_24_recov,False,True,0.7333,0.0317,15,max_hold,0.1243,4.1563,5.6062,-0.5411,-0.5722,-0.6453
random,BABA,2024-05-21,2023_24_recov,True,False,1.2481,0.9524,8,stop_hit,-10.0,0.7513,10.8067,-0.943,-0.8767,-0.931
random,BABA,2024-06-24,2023_24_recov,False,True,0.6431,0.0278,14,target_hit,8.0,9.2957,3.1301,2.1026,2.094,2.09
random,BABA,2024-07-26,2023_24_recov,True,True,0.8464,0.2738,12,target_hit,8.0,8.2912,1.8469,1.4722,1.4759,1.4505
random,BABA,2024-08-28,2023_24_recov,True,False,0.9962,0.6548,15,max_hold,4.0616,5.7257,2.3667,0.0277,0.0662,0.0084
random,BABA,2024-10-09,2023_24_recov,True,False,1.5524,1.0,15,max_hold,-5.6427,4.9622,9.7165,-0.951,-0.875,-0.922
random,PDD,2019-05-17,2019_pre_covid,False,,0.9135,,5,stop_hit,-10.0,5.4054,10.1351,-0.8142,-0.7818,-0.863
random,PDD,2019-06-14,2019_pre_covid,False,,0.7834,,9,trailing_ema_exit,0.7886,7.3435,1.7743,-0.258,-0.2761,-0.3878
random,PDD,2019-07-19,2019_pre_covid,False,,0.4983,,6,target_hit,8.0,8.2924,2.0608,1.8497,1.6697,1.6136
random,PDD,2019-08-15,2019_pre_covid,True,,0.8521,,3,target_hit,8.0,8.7866,1.2552,1.2338,1.2485,1.1527
random,PDD,2019-09-13,2019_pre_covid,True,False,1.322,0.5714,8,stop_hit,-10.0,1.109,14.555,-0.9019,-0.8028,-0.8762
random,PDD,2019-10-07,2019_pre_covid,True,False,1.0999,0.3254,14,target_hit,8.0,20.3369,7.7918,0.3766,0.4266,0.3737
random,PDD,2019-11-05,2019_pre_covid,True,False,1.013,0.4087,12,stop_hit,-10.0,4.8667,29.8725,-0.9594,-0.9347,-0.9682
random,PDD,2020-01-02,2019_pre_covid,True,True,0.5558,0.1984,2,target_hit,8.0,8.1818,0.0,1.3783,1.1753,1.0701
random,PDD,2020-01-14,2019_pre_covid,True,True,0.7628,0.4206,9,stop_hit,-10.0,3.4798,10.3378,-0.8783,-0.8933,-0.9422
random,PDD,2020-03-26,2020_covid,True,False,0.9729,0.8175,9,target_hit,8.0,11.3182,8.4279,0.2792,0.3417,0.2354
random,PDD,2020-05-05,2020_covid,True,False,1.2394,0.9087,4,target_hit,8.0,15.0731,0.3132,0.3089,0.477,0.3416
random,PDD,2020-05-22,2020_covid,True,False,1.142,0.8214,1,target_hit,8.0,10.5414,3.961,0.4466,0.6029,0.4525
random,PDD,2020-06-05,2020_covid,True,False,1.3484,0.9167,4,target_hit,8.0,9.2251,1.0332,0.1048,0.3168,0.1695
random,PDD,2020-07-07,2020_covid,True,False,0.9437,0.6984,7,trailing_ema_exit,-3.0682,7.8864,8.9886,-0.5316,-0.4744,-0.591
random,PDD,2020-07-27,2020_covid,True,True,0.7943,0.4048,3,target_hit,8.0,9.8193,2.022,0.7481,0.7336,0.6054
random,PDD,2020-08-20,2020_covid,True,False,0.8749,0.5556,2,stop_hit,-10.0,3.2923,12.3172,-0.7333,-0.709,-0.8071
random,PDD,2020-09-02,2020_covid,True,False,1.0671,0.8135,3,stop_hit,-10.0,0.1616,13.2256,-0.7436,-0.6511,-0.7586
random,PDD,2020-09-17,2020_covid,True,False,1.0092,0.7143,12,stop_hit,-10.0,2.1989,10.9445,-0.9215,-0.887,-0.9351
random,PDD,2020-10-29,2020_covid,True,True,0.9042,0.3016,4,target_hit,8.0,9.0257,3.5559,0.7099,0.7518,0.634
random,PDD,2020-11-12,2020_covid,True,False,1.2015,0.7976,2,target_hit,8.0,12.6303,8.0704,0.3294,0.5029,0.3544
random,PDD,2020-11-24,2020_covid,True,False,1.5151,0.9921,10,target_hit,8.0,13.4687,9.2321,-0.2045,0.0051,-0.1193
random,PDD,2020-12-17,2020_covid,True,False,0.8716,0.5992,8,target_hit,8.0,15.0522,6.7762,0.3843,0.4103,0.2964
random,PDD,2021-02-01,2021_bull,True,False,0.8612,0.6349,3,target_hit,8.0,14.6084,2.3512,0.4883,0.5147,0.3717
random,PDD,2021-02-12,2021_bull,True,True,0.6736,0.2579,7,stop_hit,-10.0,7.8531,12.4442,-0.774,-0.8338,-0.9
random,PDD,2021-03-09,2021_bull,True,False,0.8546,0.7262,2,target_hit,8.0,10.7893,0.755,0.466,0.4895,0.34
random,PDD,2021-04-05,2021_bull,True,False,1.2121,0.8571,6,trailing_ema_exit,-6.9426,5.7809,8.5913,-0.6813,-0.5412,-0.6593
random,PDD,2021-05-10,2021_bull,True,True,0.5391,0.0635,2,stop_hit,-8.8588,0.0,10.1176,-0.6224,-0.8015,-0.8796
random,PDD,2021-05-21,2021_bull,True,True,0.883,0.373,7,target_hit,8.0,8.9615,9.3574,0.4719,0.5029,0.3896
random,PDD,2021-06-14,2021_bull,False,True,0.8876,0.4286,7,trailing_ema_exit,-3.0407,5.4586,4.1308,-0.5167,-0.4834,-0.5988
random,PDD,2021-07-08,2021_bull,False,True,0.7288,0.1587,4,target_hit,8.0,10.7597,0.4049,0.804,0.749,0.631
random,PDD,2021-07-22,2021_bull,False,True,0.9312,0.2302,3,stop_hit,-10.0,0.2648,17.3761,-0.8041,-0.7642,-0.8504
random,PDD,2021-08-16,2021_bull,False,False,1.3846,0.754,4,stop_hit,-8.7516,0.5203,10.3098,-0.764,-0.5965,-0.7102
random,PDD,2021-10-15,2021_bull,False,True,0.8246,0.3532,4,target_hit,8.0,8.6141,1.9496,0.6034,0.6071,0.4801
random,PDD,2021-12-16,2021_bull,False,False,1.2696,0.9365,9,stop_hit,-10.0,0.987,10.2375,-0.8478,-0.7395,-0.8241
random,PDD,2022-01-07,2022_bear,False,False,1.0811,0.6151,1,target_hit,8.0,9.5947,0.6598,0.3425,0.4843,0.3254
random,PDD,2022-03-03,2022_bear,False,False,0.8305,0.4802,1,stop_hit,-10.0,0.0399,11.0823,-0.6405,-0.6341,-0.747
random,PDD,2022-04-28,2022_bear,False,False,0.7342,0.8333,2,target_hit,8.0,20.2632,4.6842,0.4125,0.3451,0.1846
random,PDD,2022-06-27,2022_bear,True,False,0.7956,0.8492,4,stop_hit,-10.0,1.642,12.0858,-0.5614,-0.5741,-0.6929
random,PDD,2022-07-15,2022_bear,False,True,0.5033,0.2302,2,target_hit,8.0,8.1724,2.4517,0.8724,0.5296,0.3833
random,PDD,2022-08-12,2022_bear,False,True,0.5767,0.0675,2,target_hit,8.0,8.9619,0.0,0.9643,0.7539,0.6226
random,PDD,2022-08-24,2022_bear,False,True,0.685,0.2103,1,target_hit,8.0,10.7529,0.0408,0.7821,0.6764,0.5312
random,PDD,2022-10-25,2022_bear,False,False,1.4462,0.9167,2,target_hit,8.0,16.8773,1.8634,-0.0207,0.2509,0.0804
random,PDD,2022-11-08,2022_bear,True,False,1.5125,0.9048,4,target_hit,8.0,13.7456,3.6312,-0.1244,0.1509,-0.0125
random,PDD,2022-11-25,2022_bear,True,True,0.7726,0.1905,2,target_hit,8.0,16.0839,2.4476,0.5826,0.5509,0.4061
random,PDD,2022-12-15,2022_bear,True,True,0.7449,0.1627,9,stop_hit,-10.0,0.0755,15.0097,-0.8035,-0.8296,-0.895
random,PDD,2023-01-09,2023_24_recov,True,True,0.6255,0.0397,15,stop_hit,0.0,7.4437,9.7465,-0.5039,-0.5901,-0.666
random,PDD,2023-02-13,2023_24_recov,True,True,0.7284,0.2143,6,stop_hit,-10.0,3.3477,12.0328,-0.7403,-0.7799,-0.8601
random,PDD,2023-03-08,2023_24_recov,True,True,0.8872,0.1349,9,stop_hit,-10.0,3.5978,18.4674,-0.8885,-0.8717,-0.9264
random,PDD,2023-05-15,2023_24_recov,False,True,0.771,0.1111,10,target_hit,8.0,9.6626,8.0061,0.706,0.6871,0.6083
random,PDD,2023-07-07,2023_24_recov,False,True,0.7369,0.1151,4,target_hit,8.0,10.2329,1.0044,0.859,0.8109,0.697
random,PDD,2023-08-03,2023_24_recov,True,False,1.0282,0.5238,6,trailing_ema_exit,-1.8763,5.1077,5.1425,-0.4585,-0.3633,-0.4902
random,PDD,2023-09-19,2023_24_recov,True,False,0.9604,0.5119,14,target_hit,8.0,9.0955,7.5137,0.1875,0.2239,0.1583
random,PDD,2023-10-19,2023_24_recov,True,True,0.7493,0.0516,7,target_hit,8.0,8.9565,1.8261,1.0257,0.9954,0.9122
random,PDD,2023-11-10,2023_24_recov,True,True,0.6604,0.0079,4,target_hit,8.0,8.1993,1.0446,1.3919,1.308,1.223
random,PDD,2023-11-27,2023_24_recov,True,True,0.7288,0.0278,2,target_hit,8.0,17.8854,2.4179,1.3812,1.3339,1.2369
random,PDD,2023-12-21,2023_24_recov,True,False,1.2976,0.7738,15,max_hold,0.8276,3.7854,5.2439,-0.647,-0.5401,-0.6191
random,PDD,2024-01-30,2023_24_recov,True,True,0.88,0.2421,5,stop_hit,-3.0,3.6945,3.8785,-0.5345,-0.5039,-0.6213
random,PDD,2024-05-07,2023_24_recov,True,False,1.2454,0.7183,9,target_hit,8.0,9.7708,0.5289,0.3539,0.4761,0.3781
random,PDD,2024-07-02,2023_24_recov,True,True,0.6518,0.0952,8,target_hit,8.0,9.6779,0.688,1.5966,1.5375,1.4867
random,PDD,2024-08-19,2023_24_recov,True,True,0.9555,0.4246,6,stop_hit,-10.0,1.2438,36.2421,-0.9318,-0.9058,-0.9518
random,PDD,2024-09-12,2023_24_recov,False,False,1.9051,0.9603,9,target_hit,8.0,19.9853,4.583,-0.3222,-0.039,-0.1743
random,PDD,2024-10-15,2023_24_recov,True,False,0.9816,0.9206,13,stop_hit,-10.0,3.2046,10.1175,-0.915,-0.8845,-0.9325
random,PDD,2024-11-12,2023_24_recov,False,False,0.5857,0.5754,8,stop_hit,-8.1075,3.4157,8.9595,-0.7153,-0.8293,-0.8959
random,PDD,2024-12-04,2023_24_recov,False,False,0.6754,0.7143,4,target_hit,8.0,16.233,1.3978,0.7561,0.6569,0.5332
random,PYPL,2019-01-14,2019_pre_covid,True,False,1.0556,0.8492,14,trailing_ema_exit,0.0556,5.1356,3.7128,-0.6144,-0.5476,-0.6286
random,PYPL,2019-03-07,2019_pre_covid,True,True,0.3965,0.0119,11,target_hit,8.0,8.7241,1.7261,3.587,3.5364,3.5346
random,PYPL,2019-04-03,2019_pre_covid,True,True,0.5807,0.1468,15,max_hold,1.2369,2.9176,3.0781,-0.1733,-0.278,-0.3464
random,PYPL,2019-06-14,2019_pre_covid,True,False,1.3161,0.5952,15,max_hold,1.0784,3.4854,2.4416,-0.5109,-0.409,-0.4825
random,PYPL,2019-08-05,2019_pre_covid,True,False,1.2041,0.6349,15,max_hold,2.1974,6.2934,1.4938,-0.2757,-0.1965,-0.2641
random,PYPL,2019-10-02,2019_pre_covid,False,False,1.0522,0.5357,15,stop_hit,-3.352,2.485,4.6115,-0.9356,-0.9023,-0.9424
random,PYPL,2019-11-12,2019_pre_covid,False,False,1.2994,0.7897,15,max_hold,2.5444,5.3608,2.1851,-0.3704,-0.2721,-0.3448
random,PYPL,2019-12-26,2019_pre_covid,True,True,0.604,0.1349,15,max_hold,5.7454,6.2952,1.7685,1.8908,1.8801,1.8767
random,PYPL,2020-02-20,2020_covid,True,False,0.9348,0.5556,4,stop_hit,-8.7471,0.3633,11.731,-0.9727,-0.9596,-0.9848
random,PYPL,2020-03-11,2020_covid,False,False,1.7978,1.0,2,stop_hit,-10.0,1.0314,11.3924,-0.8921,-0.7107,-0.8084
random,PYPL,2020-04-03,2020_covid,False,False,1.9755,0.9881,2,target_hit,8.0,10.4645,3.1361,-0.1206,0.2473,0.0762
random,PYPL,2020-04-21,2020_covid,True,False,1.1542,0.9008,4,target_hit,8.0,8.4143,3.3387,0.264,0.4135,0.2734
random,PYPL,2020-05-05,2020_covid,True,False,0.8514,0.8571,3,target_hit,8.0,17.8166,0.072,0.6285,0.648,0.514
random,PYPL,2020-06-16,2020_covid,True,False,0.4566,0.6032,6,target_hit,8.0,9.495,1.1798,1.5575,1.2781,1.2005
random,PYPL,2020-08-06,2020_covid,True,False,0.8317,0.6706,15,max_hold,0.7327,1.6584,7.6634,-0.5055,-0.501,-0.5767
random,PYPL,2020-09-10,2020_covid,True,False,0.9593,0.6706,2,stop_hit,-4.4596,1.0862,7.7311,-0.6129,-0.5477,-0.6673
random,PYPL,2020-10-02,2020_covid,True,False,1.311,0.7421,8,target_hit,8.0,8.4522,1.8056,0.5689,0.6983,0.6027
random,PYPL,2020-10-23,2020_covid,True,False,1.0251,0.5913,6,stop_hit,-10.0,0.0,11.3072,-0.9354,-0.898,-0.9466
random,PYPL,2020-11-18,2020_covid,True,False,1.4878,0.881,6,target_hit,8.0,12.1917,1.5837,0.2464,0.454,0.3268
random,PYPL,2021-01-05,2021_bull,True,True,0.6467,0.1786,8,target_hit,8.0,8.4089,2.0688,1.5924,1.5304,1.4791
random,PYPL,2021-01-26,2021_bull,True,True,0.7698,0.2421,8,target_hit,8.0,11.3568,8.87,1.2667,1.2501,1.1856
random,PYPL,2021-02-18,2021_bull,True,False,1.0476,0.6429,4,stop_hit,-10.0,0.9652,13.2484,-0.8821,-0.8241,-0.895
random,PYPL,2021-03-18,2021_bull,True,False,1.2546,0.7579,15,max_hold,7.3196,7.5225,7.6848,0.0559,0.1331,0.0717
random,PYPL,2021-05-04,2021_bull,True,True,0.6374,0.0437,6,stop_hit,-5.01,1.1379,8.6497,-0.6886,-0.7807,-0.8597
random,PYPL,2021-06-14,2021_bull,True,True,0.4951,0.004,9,target_hit,8.0,8.8672,2.4237,2.4587,2.3763,2.3595
random,PYPL,2021-10-01,2021_bull,False,False,1.0538,0.2381,2,stop_hit,-3.3909,1.6695,3.7731,-0.6771,-0.5825,-0.6972
random,PYPL,2021-10-29,2021_bull,False,False,1.3951,0.7143,8,stop_hit,-5.4045,1.4739,14.7602,-0.8594,-0.7344,-0.8193
random,PYPL,2021-11-22,2021_bull,False,False,1.385,0.8294,1,stop_hit,-4.6471,0.1446,4.8265,-0.648,-0.4506,-0.5835
random,PYPL,2021-12-27,2021_bull,False,False,0.9425,0.627,15,max_hold,-7.2613,1.9284,8.831,-0.9866,-0.9793,-0.9924
random,PYPL,2022-01-26,2022_bear,False,False,0.9723,0.6865,1,stop_hit,-3.0,1.9989,4.0718,-0.4729,-0.3936,-0.5295
random,PYPL,2022-03-09,2022_bear,False,False,0.7951,0.8135,6,target_hit,8.0,10.0081,3.5569,0.6821,0.6697,0.5566
random,PYPL,2022-04-01,2022_bear,False,False,0.8789,0.877,6,trailing_ema_exit,-4.1293,5.9638,5.0862,-0.5414,-0.5114,-0.6284
random,PYPL,2022-04-21,2022_bear,False,False,0.7395,0.7698,1,stop_hit,-3.0,1.5343,7.6195,-0.2775,-0.3332,-0.4746
random,PYPL,2022-05-17,2022_bear,False,False,1.0478,0.9167,10,target_hit,8.0,8.3891,3.9054,0.0986,0.1879,0.077
random,PYPL,2022-07-18,2022_bear,False,False,0.8835,0.619,4,target_hit,8.0,11.9971,2.0075,0.6356,0.6695,0.5466
random,PYPL,2022-08-12,2022_bear,False,False,1.0117,0.7976,15,stop_hit,-10.0,2.4685,10.6954,-0.9728,-0.9552,-0.979
random,PYPL,2022-10-05,2022_bear,False,True,0.9058,0.4127,5,stop_hit,-10.0,4.9989,12.305,-0.849,-0.8224,-0.8934
random,PYPL,2022-11-03,2022_bear,False,True,0.9722,0.3611,2,stop_hit,-6.3891,0.7294,8.9341,-0.6644,-0.5968,-0.7115
random,PYPL,2022-11-18,2022_bear,False,False,1.1315,0.6746,3,stop_hit,-10.0,0.4835,12.4453,-0.8099,-0.7117,-0.8086
random,PYPL,2022-12-08,2022_bear,False,False,1.1215,0.4563,7,stop_hit,-8.271,3.6223,8.8427,-0.8505,-0.771,-0.8512
random,PYPL,2023-01-23,2023_24_recov,False,True,0.7308,0.0952,9,target_hit,8.0,13.87,1.5033,1.1698,1.1401,1.0805
random,PYPL,2023-03-06,2023_24_recov,False,True,0.7721,0.0556,15,max_hold,-3.9771,3.0218,7.6085,-0.9031,-0.9124,-0.9501
random,PYPL,2023-04-12,2023_24_recov,False,True,0.9183,0.0754,7,trailing_ema_exit,-0.4869,5.4233,0.7979,-0.3902,-0.3433,-0.4606
random,PYPL,2023-05-10,2023_24_recov,False,False,1.4618,0.7857,1,stop_hit,-3.0,0.1353,5.594,-0.5335,-0.3011,-0.4458
random,PYPL,2023-07-03,2023_24_recov,False,True,0.6262,0.0119,8,target_hit,8.0,8.3656,2.2199,2.0032,1.949,1.9145
random,PYPL,2023-10-02,2023_24_recov,False,True,0.741,0.1468,5,stop_hit,-3.0,1.74,4.7083,-0.5573,-0.5997,-0.7072
random,PYPL,2023-11-28,2023_24_recov,False,False,0.9262,0.6786,12,target_hit,8.0,9.598,0.6021,0.9174,0.9387,0.8919
random,PYPL,2024-01-17,2023_24_recov,False,False,0.9622,0.4921,2,target_hit,8.0,8.7948,1.6527,1.332,1.3851,1.2915
random,PYPL,2024-03-25,2023_24_recov,True,True,0.6646,0.1627,6,trailing_ema_exit,-0.216,5.2623,1.929,-0.1615,-0.2666,-0.3905
random,PYPL,2024-05-13,2023_24_recov,True,True,0.7084,0.2659,12,stop_hit,-3.6833,3.3026,4.075,-0.8136,-0.8493,-0.9062
random,PYPL,2024-07-18,2023_24_recov,True,True,0.7468,0.0119,10,target_hit,8.0,10.6358,5.9125,2.4528,2.4463,2.4338
random,PYPL,2024-08-12,2023_24_recov,True,False,1.4856,0.8532,7,target_hit,8.0,11.7167,2.5635,0.5688,0.7266,0.6277
random,PYPL,2024-08-30,2023_24_recov,True,False,1.1328,0.7063,15,max_hold,4.4212,6.4413,8.6519,0.0237,0.0823,0.0247
random,PYPL,2024-10-22,2023_24_recov,True,True,0.8273,0.2619,15,target_hit,8.0,9.2692,4.4847,1.4859,1.4863,1.4775
random,PYPL,2024-11-25,2023_24_recov,True,False,0.984,0.6627,15,max_hold,3.7618,6.4439,3.8357,-0.0055,0.0316,-0.0275
random,TSLA,2019-01-24,2019_pre_covid,False,False,1.2095,0.9167,5,target_hit,8.0,9.1757,1.3249,0.1294,0.2984,0.1558
random,TSLA,2019-02-22,2019_pre_covid,False,True,0.522,0.004,5,target_hit,8.0,8.6624,1.9423,1.595,1.4072,1.3341
random,TSLA,2019-03-22,2019_pre_covid,False,True,0.9166,0.3929,9,target_hit,8.0,8.6543,6.6476,0.5502,0.5864,0.4967
random,TSLA,2019-05-06,2019_pre_covid,False,True,0.7816,0.2381,6,stop_hit,-10.0,3.3317,10.2072,-0.866,-0.8772,-0.9346
random,TSLA,2019-06-03,2019_pre_covid,False,False,1.0302,0.2778,3,target_hit,8.0,8.5009,4.5928,0.7654,0.8552,0.7372
random,TSLA,2019-06-14,2019_pre_covid,False,False,1.2387,0.6111,3,target_hit,8.0,11.1195,0.4024,0.4429,0.6094,0.4751
random,TSLA,2019-07-18,2019_pre_covid,False,True,0.6737,0.0278,6,stop_hit,-10.0,4.3207,11.5664,-0.9271,-0.9591,-0.9885
random,TSLA,2019-09-25,2019_pre_covid,False,True,0.84,0.2381,2,target_hit,8.0,8.3497,2.761,0.9581,0.9695,0.8537
random,TSLA,2019-10-30,2019_pre_covid,True,False,1.3212,0.9246,7,target_hit,8.0,9.1054,1.1949,0.1702,0.3411,0.218
random,TSLA,2019-11-18,2019_pre_covid,True,False,1.2657,0.869,15,max_hold,-3.7941,2.3461,7.3161,-0.8722,-0.7929,-0.8548
random,TSLA,2020-02-14,2019_pre_covid,True,False,1.6555,0.9762,2,target_hit,8.0,9.2452,0.2185,-0.0419,0.2701,0.1019
random,TSLA,2020-02-28,2020_covid,True,False,1.7453,1.0,1,target_hit,8.0,9.6586,2.8871,-0.0955,0.2595,0.0776
random,TSLA,2020-03-13,2020_covid,True,False,1.3415,0.9246,1,stop_hit,-10.0,2.1126,15.6303,-0.6759,-0.4833,-0.6196
random,TSLA,2020-03-24,2020_covid,True,False,1.4851,1.0,2,target_hit,8.0,16.6981,0.6914,-0.1064,0.1886,0.0097
random,TSLA,2020-04-13,2020_covid,True,False,1.3945,0.9524,1,target_hit,8.0,10.4785,1.6318,-0.0459,0.2357,0.0501
random,TSLA,2020-04-29,2020_covid,True,False,0.8545,0.8056,2,target_hit,8.0,10.0801,3.3752,0.3261,0.351,0.1909
random,TSLA,2020-07-02,2020_covid,True,False,0.6387,0.5913,2,target_hit,8.0,12.7968,2.9374,0.733,0.5829,0.4401
random,TSLA,2020-07-21,2020_covid,True,False,0.7935,0.7024,4,stop_hit,-10.0,2.9922,16.6708,-0.658,-0.6703,-0.7729
random,TSLA,2020-08-07,2020_covid,True,False,1.0122,0.6468,5,target_hit,8.0,10.1124,8.9721,0.2881,0.3847,0.2476
random,TSLA,2020-09-14,2020_covid,True,False,1.5215,0.9008,1,target_hit,8.0,10.2507,2.0081,-0.0231,0.2811,0.1018
random,TSLA,2020-10-01,2020_covid,True,False,1.4414,0.8571,14,trailing_ema_exit,-4.2699,5.7038,7.875,-0.8446,-0.7252,-0.8022
random,TSLA,2020-11-10,2020_covid,True,True,0.5235,0.1944,6,target_hit,8.0,9.9764,5.7273,1.0354,0.7992,0.6941
random,TSLA,2020-12-01,2020_covid,True,True,0.7242,0.3373,5,target_hit,8.0,8.5677,9.4346,0.5956,0.5338,0.4068
random,TSLA,2020-12-23,2020_covid,True,True,0.8074,0.3849,5,target_hit,8.0,10.1866,1.5233,0.4682,0.4617,0.3299
random,TSLA,2021-02-10,2021_bull,True,True,0.7699,0.0675,5,stop_hit,-9.5243,0.1399,9.6759,-0.8155,-0.8329,-0.901
random,TSLA,2021-03-03,2021_bull,True,False,1.0131,0.3452,2,stop_hit,-10.0,1.8474,12.7894,-0.758,-0.6846,-0.7871
random,TSLA,2021-03-30,2021_bull,True,False,1.24,0.7381,2,target_hit,8.0,11.6743,1.7848,0.1829,0.3798,0.2218
random,TSLA,2021-04-12,2021_bull,True,True,0.7778,0.1508,2,target_hit,8.0,11.2731,0.5265,0.7637,0.7378,0.605
random,TSLA,2021-06-01,2021_bull,True,True,0.7214,0.131,15,max_hold,-1.1102,0.9557,9.0124,-0.6448,-0.6803,-0.7514
random,TSLA,2021-07-06,2021_bull,True,True,0.4778,0.004,15,max_hold,-3.5338,1.6972,8.9848,-0.7788,-0.9079,-0.9463
random,TSLA,2021-08-23,2021_bull,True,True,0.9393,0.1429,7,target_hit,8.0,8.0167,0.6842,1.0021,1.0418,0.961
random,TSLA,2021-09-10,2021_bull,True,True,0.9058,0.0833,15,max_hold,2.0906,5.1869,6.6811,-0.3013,-0.2758,-0.3473
random,TSLA,2021-11-17,2021_bull,True,False,1.7863,0.9206,4,target_hit,8.0,13.0173,0.7532,0.0788,0.3629,0.2188
random,TSLA,2021-12-15,2021_bull,True,False,1.1389,0.6746,7,target_hit,8.0,12.5649,7.0383,0.4007,0.5168,0.4043
random,TSLA,2022-01-06,2022_bear,True,False,1.3164,0.8849,11,stop_hit,-10.0,3.584,12.6741,-0.9122,-0.8251,-0.89
random,TSLA,2022-04-12,2022_bear,True,False,0.8989,0.6429,7,target_hit,8.0,9.4804,2.4598,0.4338,0.4723,0.3569
random,TSLA,2022-05-05,2022_bear,True,False,0.9749,0.7103,2,stop_hit,-10.0,0.7007,10.2138,-0.7318,-0.6685,-0.7738
random,TSLA,2022-05-19,2022_bear,False,False,1.2237,0.996,2,stop_hit,-10.0,3.819,10.4668,-0.727,-0.5832,-0.7025
random,TSLA,2022-07-05,2022_bear,False,False,1.0083,0.7421,3,target_hit,8.0,10.0284,3.0643,0.3611,0.4628,0.3161
random,TSLA,2022-08-03,2022_bear,False,True,0.7861,0.3333,15,max_hold,-2.8022,3.1694,8.4087,-0.7565,-0.7664,-0.8307
random,TSLA,2022-09-27,2022_bear,False,True,0.6872,0.1389,3,stop_hit,-6.0254,1.8179,6.3627,-0.5743,-0.6523,-0.7578
random,TSLA,2022-10-18,2022_bear,False,False,1.118,0.5119,1,stop_hit,-3.0,0.1394,5.3377,-0.4279,-0.2837,-0.4303
random,TSLA,2022-10-28,2022_bear,False,False,1.2626,0.5754,6,trailing_ema_exit,-7.9547,5.3239,9.9024,-0.7899,-0.6609,-0.7621
random,TSLA,2022-11-23,2022_bear,False,False,1.0143,0.2897,3,target_hit,8.0,8.6017,0.6165,0.5478,0.6435,0.5092
random,TSLA,2022-12-21,2022_bear,False,False,1.1544,0.5357,2,stop_hit,-3.0,1.3779,12.2578,-0.4705,-0.3202,-0.461
random,TSLA,2023-01-06,2023_24_recov,False,False,1.3079,0.9683,1,target_hit,8.0,11.0583,1.1553,0.2028,0.4275,0.2636
random,TSLA,2023-01-18,2023_24_recov,False,False,1.3892,1.0,7,target_hit,8.0,18.2045,8.9704,-0.0337,0.1719,0.0352
random,TSLA,2023-03-02,2023_24_recov,False,True,0.7678,0.2421,6,trailing_ema_exit,-7.4007,7.3578,7.6202,-0.6606,-0.685,-0.7821
random,TSLA,2023-03-30,2023_24_recov,False,True,0.7368,0.1508,6,trailing_ema_exit,-5.3789,6.243,8.099,-0.5581,-0.6032,-0.7107
random,TSLA,2023-04-19,2023_24_recov,False,True,0.7225,0.123,2,stop_hit,-10.0,2.4567,10.3518,-0.7077,-0.7549,-0.8437
random,TSLA,2023-05-15,2023_24_recov,False,True,0.8628,0.1706,5,target_hit,8.0,8.5232,1.9742,0.6521,0.6749,0.5571
random,TSLA,2023-06-14,2023_24_recov,True,True,0.5924,0.004,9,trailing_ema_exit,-3.8283,6.465,7.4836,-0.6333,-0.7539,-0.8327
random,TSLA,2023-07-20,2023_24_recov,True,False,1.028,0.2143,10,stop_hit,-10.0,0.4901,10.3985,-0.9414,-0.9081,-0.9511
random,TSLA,2023-10-13,2023_24_recov,True,True,0.7131,0.0516,5,stop_hit,-10.0,0.2704,16.2688,-0.8796,-0.9096,-0.9545
random,TSLA,2023-11-13,2023_24_recov,False,False,1.1513,0.627,2,target_hit,8.0,10.4545,1.8507,0.5143,0.6604,0.5225
random,TSLA,2023-11-30,2023_24_recov,True,True,0.965,0.1865,15,max_hold,0.8159,5.9966,6.9103,-0.5561,-0.5131,-0.5902
random,TSLA,2024-01-10,2023_24_recov,True,True,0.8018,0.1548,2,stop_hit,-3.0,0.1701,4.1387,-0.4302,-0.44,-0.569
random,TSLA,2024-04-16,2023_24_recov,False,False,1.0812,0.5317,5,stop_hit,-7.4868,1.0144,11.4457,-0.7987,-0.7154,-0.8082
random,TSLA,2024-05-30,2023_24_recov,False,True,0.7274,0.2579,15,max_hold,1.6743,6.9997,6.2549,-0.3671,-0.402,-0.478
random,TSLA,2024-07-11,2023_24_recov,True,False,0.8876,0.627,2,stop_hit,-10.0,2.9244,11.4736,-0.7816,-0.7549,-0.8436
random,TSLA,2024-07-23,2023_24_recov,True,False,1.0945,0.9087,2,stop_hit,-10.0,0.8517,15.3352,-0.7722,-0.6754,-0.7795
